position,channel_id,channel_title,video_id,published_at,published_at_sql,year,month,day,video_title,video_description,tags,video_category_label,topic_categories,duration_sec,definition,caption,default_language,default_l_audio_language,thumbnail_maxres,licensed_content,location_description,view_count,like_count,favorite_count,comment_count,controversy,clicks,body_politics
210,UCaeNt8Ic8YSJ7dqtg6bLJeg,Trade with Free Money,eMixVtJjgqM,2020-09-09T14:03:34Z,2020-09-09 14:03:34,2020,9,9,EFF Peacefully helping Clicks Staff remove stock from shop for safe keeping,EFF Peacefully helping Clicks Staff remove stock from shop for safe keeping,"2020,generations the legacy,generations the legacy 13 march 2020,generations the legacy 27 february 2020,generations the legacy latest episode,imbewu,may 2020,muvhango teasers,rhythm city,skeem saam,skeem sami,suidooster,teasers,eff,Clicks,clicks advert south africa,clicks hair advert",People & Blogs,Society,69,hd,FALSE,na,na,https://i.ytimg.com/vi/eMixVtJjgqM/maxresdefault.jpg,1,na,15,0,0,0,yes,yes,yes
213,UCC1udUghY9dloGMuvZzZEzA,The Tea World,rh2Nz78quqQ,2020-09-09T15:03:43Z,2020-09-09 15:03:43,2020,9,9,Did Somizi Mhlongo Sides With Clicks?,"#Somizi #Clicks Did Somizi Mhlongo Sides With Clicks? ================================================== Connect with The Tea World On Instagram: theteaworld11 Facebook Page: S4N Twitter: TheTeaWorld11 Email: theteaworld1@gmail.com Dont forget to Like, Share and Subscribe I love you so much.","news,breaking news,trending news,ndivhu t,south african,entertainment,Somizi Mhlongo",Entertainment,Entertainment,99,hd,FALSE,na,en-GB,https://i.ytimg.com/vi/rh2Nz78quqQ/maxresdefault.jpg,1,na,2714,71,0,19,yes,yes,yes
214,UClY87IoUANFZtswyC9GeecQ,Beauty recipes,AGJmRd4XqEE,2022-11-26T09:08:54Z,2022-11-26 9:08:54,2022,11,26,Apply Vaseline & Turmeric on Face to Remove DARK SPOTS in 3 Days - Best Collagen Cream for Wrinkles,"Super Amazing Vaseline beauty Hacks Every Girl / Women Should Know | Vaseline Beauty Hacks Best Face Packs & Masks for Glowing Skin in India : All Skin Types Clear Skin face pack, glowing skin face pack, skin tightening face pack, remove wrinkles with face pack, face pack to remove dark spots, face pack to remove pimples, acne face pack, skin brightening face pack, overnight face pack, glass skin face pack. Green tea face pack, almond face pack, papaya face pack, multani mitti face pack, turmeric face pack, besan face pack, aloevera face pack, oats face pack. Like us on Facebook https://www.facebook.com/Beauty-Recip... follow us on Instagram https://www.instagram.com/beauty.reci... Welcome to Beauty Recipes. We provide you home remedies for health, skin, hair and all beauty problems. Disclaimer : These contents or videos are only intended for informational purpose.Any information associated with these videos should not be considered as a substitute for prescription suggested by beauty, diet and health care professionals.Viewers are subjected to use these information on their own risk.This channel doesn’t take any responsibility for any harm, side-effects, illness or any health or skin care problems caused due to the use of our content or anything related to this. Please always remember, products that work for me, may not work for you, always try & either get a sample or test them out before buying if you are unsure. If not, you don't have to use the exact same products as me, you can always use similar products or your favorites instead.","vaseline for face,vaseline for skin,vaseline night cream,vaseline for dark spots,petroleum jelly hacks",Howto & Style,"Health,Lifestyle_(sociology)",70,hd,TRUE,na,en,https://i.ytimg.com/vi/AGJmRd4XqEE/maxresdefault.jpg,1,na,263208,1968,0,71,no,no,yes
215,UC5G5Dy8-mmp27jo6Frht7iQ,Umgosi Entertainment,L99U3OUar-U,2020-09-07T10:27:52Z,2020-09-07 10:27:52,2020,9,7,CLICKS IS IN BIG TROUBLE |EFF IS NOT HERE TO PLAY |WATCH WHAT JULIUS MALEMA SAID😳,"CLICKS IS IN BIG TROUBLE |EFF IS NOT HERE TO PLAY |WATCH WHAT JULIUS MALEMA SAID😳 Hey sweeties I hope you well, thank you so much for taking your time to watch my video. Please don’t forget to support me by subscribing, liking and sharing this video, Please comment down below the type of videos you also wanna see on this channel ❤️ Instagram: ladylondie Facebook page: keeping up with Queen Email : Londeka502@gmail.com FAQ -I’m 23 years old -I use my iPhone 7 to film -I use iMovie and filmora to edit -I use thumbnail app for my thumbnail","world news,clicks,clicks hair advert,hot new,julius malema",People & Blogs,Lifestyle_(sociology),227,hd,FALSE,na,en-US,na,1,South Africa,180,11,0,1,yes,yes,yes
217,UCwnIed8TJVgHkKOgxZRWtVQ,Modima Bokaba,Obo5faBJOBQ,2020-09-11T23:34:18Z,2020-09-11 23:34:18,2020,9,11,TRESEmme | Racial tensions in South Africa | My hair is normal,"Stop telling black women which hairstyles they should wear, that's very disrespectful. My hair is not going to be turned in to a challenge just to appease a group of people who are not willing to listen and understand the bigger picture. #TRESemmemustfall #RacismInsa #thankyoueff FIND ME ON: www.instagram.com/modimabkb www.twitter.com/modimabkb SUBSCRIBE, COMMENT, LIKE AND SHARE","TRESemmemustfall,Clicksadvert,thankyoueff,myhairisnormal,racisminsa,racialdescrimination",News & Politics,Lifestyle_(sociology),745,hd,FALSE,na,na,https://i.ytimg.com/vi/Obo5faBJOBQ/maxresdefault.jpg,na,na,610,66,0,46,yes,yes,yes
218,UCuJs7zhQEQQ-obBvbBz6HHA,ViewOf2,5rK1q8RxDwg,2020-09-09T10:17:25Z,2020-09-09 10:17:25,2020,9,9,Hiram and Nontuthuko discuss the Clicks / Unilever / Tresemme ad debacle and how people have reacted,"ViewOf2 #17 Impromptu #7 Clicks / Unilever / Tresemme Debacle and the reaction form to public and political parties. #ClicksAd ViewOf2 Channel: https://www.youtube.com/channel/UCuJs... FAIR-USE COPYRIGHT DISCLAIMER Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for 'fair use' for purposes such as criticism, commenting, news reporting, teaching, scholarship and research. Fair use is a use permitted by copyright statue that might otherwise be infringing. Non-profit, educational or personal use tips balance in favour of fair use. This video had no impact on the original works. We only use snipits of original videos to get the point across where necessary. We make these videos for the intention of educating others about many subjects. We do not own the clips and music we use in most cases. Our understanding is that it is in correlation to Fair Right Use, however, given that this is open to interpretation, if any owners of the music or clips would like us to remove their video and music content we have no problem with that and will do so as swiftly as possible.",na,People & Blogs,Lifestyle_(sociology),216,hd,FALSE,na,na,https://i.ytimg.com/vi/5rK1q8RxDwg/maxresdefault.jpg,na,na,174,19,0,6,yes,yes,yes
219,UCipHkKhaE80b7FXsyq9WIYQ,TOOPLEEZY,iRjlq6RhrlY,2020-09-09T04:12:16Z,2020-09-09 4:12:16,2020,9,9,EFF TERROR AGAINST CLICKS ON DISCRIMINATION,EFF CLOSE ALL CLICKS STORE RACISM IN SOUTH AFRICA IS BACK #LOCAL BUSINESS PROMOTE RACIST,na,Entertainment,Society,32,hd,FALSE,en-GB,na,na,na,na,394,17,0,2,yes,yes,yes
220,UC5GknCzZx1Wj0WaUxSKDnbw,KHATHA WORLDWIDE,z-8t0SChpGo,2020-09-09T19:13:46Z,2020-09-09 19:13:46,2020,9,9,CLICKS The Wrong Buttons? | #ClicksHairAdvert,"Thank you for watching. GOD BLESS YOU! Clicks has found itself in HOT waters with the media, political parties and general public, this follows an ad that is alleged to be racist against people of colour. This has led to the Tresemme products being removed from Woolworths, Pick n Pay, Checker and Clicks. Comment down below with what you think.... Please Don't Forget To SUBSCRIBE To My Channel For FREE: https://www.youtube.com/results?search_query=khulani+langa Follow me on instagram: https://www.instagram.com/khulani_langa https://www.instagram.com/lakhathinet... https://www.facebook.com/khulani.thomas.3 Follow me on Twitter: https://www.twitter.com/KhulaniLanga CLICKS The Wrong Buttons? | #ClicksHairAdvert ""Clicks must go to hell"" - EFF protest against store's racist advert Cristiano Ronaldo grooves to Jerusalema by Master KG nasty c and speedsta nasty c and speedsta beef again #EFF #ClicksHairAd #Naturalhair #StoryTime #ClicksHairAdvert #BreakingNews #TrendingNews COPYRIGHT DISCLAIMER: Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use. No copyright infringement intended. ALL RIGHTS BELONG TO THEIR RESPECTIVE OWNERS. South African Youtuber ,tadiwa and Crystal , the bomb rsa , Mihlali N , Leon Gumede,Skits by Sphe , Lasizwe, Samuperty Zulu , Malacosta, Malacosta compilation , South African , Storytime ,Mzansi , Uyajola 99 , Single and Mingle , the river ,The Queen Mzansi ,Uzalo , Just daddy g , just Javas , Drama aler , Gomora Mzansi ,Mazet from Gomora ,Retha rsa , Kamo mphela , Kabza de small ,Makhadzi , AKA ,Bonang ,Luh and uncle , Roomza , Crystal ,Qwabe twins ,Big brother naija ,Bbnaija ,Viral ,Challenges ,Pranks ,Beef ,Tadiwa , instagram,Lol ,Malacosta , Master Kg ,Jerusalema dance challenge, Dj Maphorisa ,Amapiano ,Symply Tacha , Nasty c , Uncle vinny ,Majorsteez , Lies , Costa titch , Demi Demi ,rating couples ,rating my girls outfits,Starting Internet beef ,Bbnaija ,erica bbnaija ,Erica vs Laycon , BIG BROTHER NAIJA , emma chamberlain , ddg, smooth good ,dashae frost , viral , Sa youtube, SA youtubers , trending ,sbwl,Kamo mphela and busiswa , trending , xola ,uyajola 99 , gomora, the queen Sa ,lasizwe cake it till you make it , Kelly khumalo , nomcebo zikode , xola Moya wami , Nengi and Ozo ,Ozo ,kiddrica","Zwide Media,Clicks,clicks advert south africa,clicks advert hair,yolz channel wedding,yolz channel youtube,Trending News,News 24,Sabc News,clicks racism hair ad,clicks racist advertisement,STORYTIME: Hopefully this CLICKS cause this nonsense needs to stop.,Breaking News,Yolz Channel,Did Somizi Mhlongo Sides With Clicks?,The Tea World,The Popcorn room Ent news,nasty c and speedsta",Entertainment,Society,105,hd,FALSE,na,en-US,na,1,South Africa,490,15,0,7,yes,yes,yes
221,UCF-A_4x9-bLrxXrmgBOWuJA,Economic Freedom Fighters,rFLbUqZn3nk,2020-09-03T15:10:23Z,2020-09-03 15:10:23,2020,9,3,"EFF Fighter Madlingozi responds debates the statement by the Minister of Sports, Arts and Culture","EFF MP Fighter Ringo Madlingozi responds in the debate on the statement by the Minister of Sports, Arts and Culture on the transformation of the heritage landscape in South Africa.","Economic,Freedom,Fighters",News & Politics,"Politics,Society",266,sd,FALSE,na,na,na,na,na,1095,32,0,1,no,no,yes
223,UCQgEO-et3Hf5KdtXOBY8Ouw,BANELE NOCUZE,orT-YbL4D84,2020-09-07T09:27:23Z,2020-09-07 9:27:23,2020,9,7,South African Woman view on Clicks scandal (Mpume Madondo),subscribe for more of exclusive content in South African Black twitter,na,People & Blogs,Society,141,sd,FALSE,na,na,na,na,na,379,5,0,2,yes,yes,yes
226,UC5h0upP0Odaim-Oj-Bt5oSw,RAEL Addiction Recovery,HGpOMePRacs,2020-09-08T16:36:36Z,2020-09-08 16:36:36,2020,9,8,"Anthony Hall All SA Lives Matter Founder - ""EFF Distances Itself From Clicks Violence.""","Anthony Hall All SA Lives Matter & Move 56 Million Founder - ""EFF distances itself from Clicks Violence."" The EFF have responded to a court interdict that was issued in favour of Clicks on Tuesday 8 September. The interdict essentially prohibits the party from causing disruptions to operations or intimidating staff or customers. This comes after the EFF stormed multiple Clicks stores nationwide in protest of its offensive hair campaign which labelled black women’s hair as “dry, damaged and dull” and white women’s hair as “normal”. During, what the EFF claims was peaceful protest, multiple stores were vandalised and two outlets in Mpumalanga and Limpopo were petrol bombed. #AllSouthAfricanLivesMatter #Move56Million #PutSouthAfricaFirst #EFFMustFall #MalemaMustFall • Follow Anthony Hall: 👉 info@rael.co.za / allsalivesmatter@gmail.com 👉 https://www.facebook.com/anthony.hall.35977 👉 https://www.facebook.com/ADHall64 👉 +27 71 592 3165 All South African Lives Matter Group: 👉 https://www.facebook.com/groups/AllSALivesMatter/ Move 56 Million For Change Group: 👉 https://www.facebook.com/groups/Move56MillionForChange/",na,People & Blogs,"Politics,Society",63,hd,FALSE,na,en,https://i.ytimg.com/vi/HGpOMePRacs/maxresdefault.jpg,na,na,886,37,0,5,yes,yes,yes
227,UCs2iNzny9HlV1rfRqS9LkjA,Refiloe Matsela,Ojrp-FDqk84,2023-06-22T14:00:15Z,2023-06-22 14:00:15,2023,6,22,LIGHT OIL RINSE FOR NATURAL HAIR GROWTH/DRY AND DAMAGED HAIR | WINTER WASH DAY ROUTINE SOUTH AFRICA,"Dumelang Baratuwa, Here's a natural hair growth tip and explanation of the benefits of oil rinsing your natural hair, as a part of wash day in order to preserve moisture in your hair. Having a healthy winter wash day routine can contribute greatly to your natural hair growth and add length. Consider oil rinsing as a part of your routine to ensure that your hair is not dry or damaged this winter. Leave a this emoji ""🎉” below if you found this useful and would like a video on oils for natural hair growth in South Africa. WATCH MY NATURAL HAIR PLAYLIST FOR OTHER NATURAL HAIR GROWTH TIPS. Love ya, Fifi (please follow me on IG) instagram: https://www.instagram.com/fifi_cm Please don't forget to share this review on your social media or WhatsApp with your Natural Hair Community, if you like it. PRODUCTS: AFRICAN PRIDE HONEY AND COCONUT SHAMPOO africanpridehair.com/collections/moisture-miracle/honey-coconut-oil-shampoo/ CURLS IN BLOOM DEEP CONDITIONING MASQUE SAFEWAY SOFT HOODED DRYER clicks.co.za/safeway_salon-series-softhood-hairdryer-attachment/p/320553?gclid=Cj0KCQjw4s-kBhDqARIsAN-ipH2URelVzzUaHxuawS6yjU2bRKAPG1aDtS8kUGn6d7BpkmgeG20RiNQaAn1GEALw_wcB SOFNFREE FOR NATURALS LEAVE IN BUTTER CREME sofnfreenaturals.com/products/sofnfree-for-natural-hair-leave-in-conditioner-with-manuka-honey-avocado-oil SWEET ALMOND OIL dischem.co.za/afri-pure-sweet-almond-oil-200ml-788 AFRIPURE ARGAN OIL https://www.dischem.co.za/afri-pure-blended-argan-oil-100ml-981","oil rinse on natural hair,oil rinse on 4c natural hair,oil rinsing low porosity hair,natural hair care for black women,natural hair care for growth,natural hair care for dry and damaged hair,natural hair routines south africa,wash day south africa,wash day routines south africa,oils for natural hair growth south africa,oils for natural black hair",Howto & Style,Lifestyle_(sociology),913,hd,FALSE,na,na,https://i.ytimg.com/vi/Ojrp-FDqk84/maxresdefault.jpg,1,na,1180,29,0,1,no,yes,yes
231,UC9U6i3eT7IeBLXERjfSeYLA,The Upright Man,Mk84qO2tobI,2020-09-07T17:31:13Z,2020-09-07 17:31:13,2020,9,7,#Clicks are being targeted for a racist advert,"Let the Punishment fit the Crime and make Clicks be in service to those they were racist against. Closing down Clicks and their business does not solve anything. Many South Africans are employed by Clicks, the majority of them black South Africans ... People. Who will pay these People if Clicks decide to close their doors? The rich populist politicians who are sowing the seeds of discontent? #ClicksMustFall","class action,EFF,Clicks,South Africa,Marxist",Education,Society,82,hd,FALSE,na,en,https://i.ytimg.com/vi/Mk84qO2tobI/maxresdefault.jpg,na,na,113,3,0,3,yes,yes,yes
233,UCzZQLWUKzEe2S-AXGnRPcKw,Koolo Hinde TV,BpNLwan4deE,2020-09-06T23:30:16Z,2020-09-06 23:30:16,2020,9,6,Clicks advert-clicks racist advert-clicks hair advert video scandal #Clicks #Pharmacy #Hairadvert,Clicks advert-clicks racist advert-publicité raciste Afrique du Sud Facebook page https://www.facebook.com/petitesannoncesafrique Liens que je vous recommande: Sénégalais-Haïtiens-Africains N'aller Pas Au Brésil https://bit.ly/33ORIRb Top 10 des Villes les Plus Propres d'Afrique -Top 10 Cleanest Cities In Africa https://bit.ly/2CMaSLN 11 Chefs d’Etats Africains Qui Veulent S’eterniser Au Pouvoir-African presidents Resist Term Limits https://bit.ly/2CIioqW Pays Sans Visa Pour Les Sénégalais https://bit.ly/33MbUTQ Top 10 Richest Presidents in Africa https://bit.ly/2QlxdrB Top 10 Des Plus belles Plages D'afrique-Africa's 10 Most Beautiful Beaches https://bit.ly/2OdpY2k Les Pays Les Plus xénophobe-The most xenophobic countries in Africa https://bit.ly/2NNWwAM TOP 10 DES PAYS LES PLUS ACCUEILLANTS D'AFRIQUE https://bit.ly/2pkCHro,"Clicks advert,clicks racist advert,publicité raciste Afrique du Sud,clicks advert song,racist advertisements,racist commercials,south african racist commercial ads,racism advert,publicité raciste banania,clicks pharmacy racist advert,clicks south africa,south africa clicks,coolest monkey in the jungle,clicks advertising,clicks hair advert video,clicks hair advert video scandal,clicks hair advert youtube,clicks hair advert images",Science & Technology,Society,205,hd,FALSE,na,en,na,1,na,7520,12,0,0,yes,yes,yes
234,UCMwDXpWEVQVw4ZF7z-E4NoA,StellenboschNews Com,IjXZJsce8ig,2020-09-10T13:20:01Z,2020-09-10 13:20:01,2020,9,10,Altercation between SAPS and EFF members and supporters at Clicks,An altercation occurred between the SAPS and EFF at the Eikestad Mall's Clicks in Stellenbosch on 10 September. Video: Supplied.,na,People & Blogs,Society,30,hd,FALSE,na,na,na,na,na,324,2,0,0,yes,yes,yes
236,UCtGYIFat6kpEZ5sgibcy2PA,Papa Khwatsi TOPIC,Kf8lY64NVY0,2020-09-09T11:41:47Z,2020-09-09 11:41:47,2020,9,9,Clicks Challenge | Black Woman are Beautiful ❤❤❤,#CLICKSCHALLENGE #EFF #BLACKWOMAN,na,Entertainment,Lifestyle_(sociology),414,hd,FALSE,na,en-GB,na,na,na,105,2,0,2,yes,yes,yes
238,UCMwDXpWEVQVw4ZF7z-E4NoA,StellenboschNews Com,QukQbZijJms,2020-09-10T13:39:44Z,2020-09-10 13:39:44,2020,9,10,EFF members arrested by SAPS at Eikestad Mall's Clicks,EFF members were arrested by the SAPS at the Eikestad Mall's Clicks in Stellenbosch on 10 September.,na,People & Blogs,Society,138,sd,FALSE,na,na,na,na,na,630,5,0,0,yes,yes,yes
243,UCxDCr8xHS9DHfnmHNoNFnRg,E News Mzansi,FaUNRCruLvM,2020-09-09T09:08:14Z,2020-09-09 9:08:14,2020,9,9,Watch | Clicks Shopper pulls a gun on EFF Members during protests in PE shopping centre...,Watch | Clicks Shopper pulls a gun on EFF Members during protests in PE shopping centre... □ Connect with us on social media👇 ■ Instagram: 👉 https://www.instagram.com/entertainment_news_mzansi/ ■ Facebook: http://Facebook.com/mzansiEntertainmentNews/?ref=settings ■ Twitter: (@EMzansil): https://twitter.com/EMzapinsil?s=09 ------------------------------------------------------------------------------------------ #ClickMustFall #ClicksShutdown #EFF,na,Entertainment,Society,44,sd,FALSE,na,en,https://i.ytimg.com/vi/FaUNRCruLvM/maxresdefault.jpg,1,na,5066,19,0,23,yes,yes,yes
244,UCHNghz0V60kgRrAgSRXh7_g,Morexskinglow,ruvzfVd2HWk,2023-06-25T20:25:16Z,2023-06-25 20:25:16,2023,6,25,Use any of this 2 Lightening body lotion to lighten your skin safely for best result,#skinlightening #skinwhitening #skincare This body lotions will lighten your skin without any reaction they contain safe ingredients,"Best skin lightening lotion in Nigerian,Skin whitening,Skin lightening cream,Skin lightening,Whitening skin cream,Whitening cream,Skin lightening products,Skin lightening lotion without hydroquinone,Skin lightening lotion for black skin,Skin lightening lotion fair skin,Best skin lightening cream,Skin lightening treatment,How to lighten skin,Effective skin lightening cream,Effective skin lightening lotion,Best cream to lighten skin,best skin lightening lotion",Howto & Style,Lifestyle_(sociology),602,hd,FALSE,en,en,https://i.ytimg.com/vi/ruvzfVd2HWk/maxresdefault.jpg,1,Nigeria,91347,796,0,240,no,no,yes
245,UCLmQ9H4BPN4-lrbzTd2a32A,Jamaal Curry,uqALTyO6lPM,2020-09-08T03:05:19Z,2020-09-08 3:05:19,2020,9,8,EFF IN SOUTH AFRICA Protest RACIST Advertisement from Retailer CLICKS/ BOYCOTT(brothers and SISTERS),Brothers and SISTERS of the EFF hold CLICKS responsible for racist ADS.. peace..,na,People & Blogs,Society,256,sd,FALSE,na,na,na,na,na,131,10,0,3,yes,yes,yes
246,UCTS9dfBaGPhJOgGzA02eznA,Mkororo Channel,oBBb5rXP6R0,2020-09-05T18:06:54Z,2020-09-05 18:06:54,2020,9,5,CLICKS RACIST ADVERT,"clicks commercial that blatantly said black women's hair is dry damaged frizzy and dull, and white women's hair is normal fine and flat😏😏😏😒😠",na,People & Blogs,,213,hd,FALSE,na,en,na,na,na,2498,13,0,9,yes,yes,yes
250,UCMmemgC5TN0tHFWKsetQLHQ,Vinolia Moekwa,oxLEwcmxdus,2020-09-19T13:30:41Z,2020-09-19 13:30:41,2020,9,19,JAMAICAN MANGO AND LIME PRODUCT REVIEW /BANTU KNOT OUT ON 4C NATURAL HAIR / SOUTH AFRICAN YOUTUBER,"#jamaicanmangoandlime #bantuknotout #southafricanyoutuber #theafrologist Hello Afro Family ✨ ✨ Today I am doing my very first product review. I was product shopping and I bought these products. In this video you see me try them out. This video is not sponsored and my opinion on these products it's completely true. Don't forget to Subscribe to my channel. Let me know if you would try these products. ALL three of these were R65 each at Clicks. The curl definer is amazing. My curls were instantly defined and that's never happened to me. So you will be seeing more hairstyles with that Gel. The mask, my scalp loved every second in that mask and my hair is till Moisturises until now. It honestly felt natural like I made my own mask. The butter is really thick but it stayed in my hair for days. It was hard to shake off the whiteness for like 24hours. It took like 7 hours for my hair to dry. I have a heavy hand 😂😂I use alot of product. Don't be like me. This music does not belong to me :Music:Horizons.mp3 URL:https://icons8.com/music/ Oh yeah the link to my last hot blog 🔥🔥: https://theafrologist.blogspot.com/2020/09/why-black-women-wear-wigs-and-why-some.html",na,People & Blogs,Lifestyle_(sociology),957,hd,FALSE,na,na,https://i.ytimg.com/vi/oxLEwcmxdus/maxresdefault.jpg,na,na,154,23,0,16,yes,yes,yes
253,UC0PINUfbytmI7XKiB0fvRqg,By.MonaLisa,aEgdkK7vUAM,2020-07-24T12:00:01Z,2020-07-24 12:00:01,2020,7,24,Clicks Skincare collection review | product review,"Hello my loves Welcome back to my channel! In today’s video I will be doing a product review. This is a clicks skincare collection review. I have been using these products for about five months now and this is my opinion on them so far. If you would like a deep dive on the ingredients, Please comment down below and I’ll make it happen😊. I hope you enjoy this video and thank you for your support :) --- follow my instagram : @lvyolisa_ And my twitter: @SoySauceee_ #roadto100subs #review #skincare #explore #trending #clickssa #African #SouthAfrican","#GRWM #school #Natural #hair #4c #4b #hairstyles,#hairgrowth,#hairtutorial,#hairafro,#hairafrostyles,#hairbraider,#haircurls,#4chair,#hairdiy,#hairdo #naturalhairjourney,#naturalhairgrowth,#naturalhairhairstyles,#naturalhairtutorial,#naturalafro,#naturalafrohairstyles,#naturalafrohair,#naturalafricanhairstyles,#naturalafricanhair,#naturalafrostyles,#naturalcurls,#naturalcurlyhair #melanininmyskin,#melaninmagic,#melaningoddess,#melaninafro,#melaninbeauty,#melanindrip",People & Blogs,Lifestyle_(sociology),350,hd,FALSE,na,zxx,https://i.ytimg.com/vi/aEgdkK7vUAM/maxresdefault.jpg,na,na,3802,70,0,24,no,yes,yes
254,UCgDipoO5CftWW8h3bKxYb1g,Zenobia,kNY2WcKwxPg,2020-09-08T14:05:48Z,2020-09-08 14:05:48,2020,9,8,WATCH : CLICKS DECIDES TO PULL ALL TRESSEME PRODUCTS FROM THEIR SHELVES COURT GRANT CLICKS INTERDICT,na,na,People & Blogs,"Society,Television_program",137,sd,FALSE,na,na,na,na,na,11,0,0,0,yes,yes,yes
255,UCHSTgLswpJdPMPJcKN89bgQ,Ayanda Mafuyeka,SxJm675f3Qs,2020-09-05T21:27:55Z,2020-09-05 21:27:55,2020,9,5,Clicks' Racist Ad,na,na,People & Blogs,,977,hd,FALSE,na,na,na,na,na,53,0,0,0,yes,yes,yes
257,UCmhscN68bQ9O7IP8cZqI-lQ,The Hottest Scoop,iLYrWlMFJeo,2020-09-08T08:05:06Z,2020-09-08 8:05:06,2020,9,8,This is why KFC and Clicks landed in hot waters,na,clickssa.KFC sa .family feud.etv.,People & Blogs,"Lifestyle_(sociology),Television_program",355,sd,FALSE,na,na,na,na,na,29,1,0,0,yes,yes,yes
261,UCaeNt8Ic8YSJ7dqtg6bLJeg,Trade with Free Money,VCTtThS6cp4,2020-09-07T14:03:25Z,2020-09-07 14:03:25,2020,9,7,EFF Members Looting at Clicks store,Things looking bad as EFF Members Looting at Clicks store,"2020,generations the legacy,generations the legacy 13 march 2020,generations the legacy 27 february 2020,generations the legacy latest episode,imbewu,may 2020,muvhango teasers,rhythm city,skeem saam",People & Blogs,Society,54,hd,FALSE,na,na,https://i.ytimg.com/vi/VCTtThS6cp4/maxresdefault.jpg,1,na,427,1,0,0,yes,yes,yes
262,UCgDipoO5CftWW8h3bKxYb1g,Zenobia,uhMDUsSRyms,2020-09-07T08:35:25Z,2020-09-07 8:35:25,2020,9,7,"WATCH: TRACKING EFF PROTEST IN VARIOUS CLICKS STORES, CAPE TOWN, MIDRAND AND POLOKWANE",na,na,People & Blogs,"Politics,Society",120,sd,FALSE,na,na,na,na,na,94,1,0,0,yes,yes,yes
263,UCYeHXDmIJDiF1DVQM0qfNWQ,Mama Shirat,19uG9pR-UEE,2022-07-25T09:43:48Z,2022-07-25 9:43:48,2022,7,25,"Best skin whitening tube cream| Lemonvate cream,skin balance cream",na,na,Howto & Style,"Health,Lifestyle_(sociology)",154,hd,FALSE,na,en-US,https://i.ytimg.com/vi/19uG9pR-UEE/maxresdefault.jpg,1,na,41626,320,0,64,yes,no,yes
264,UCQgEO-et3Hf5KdtXOBY8Ouw,BANELE NOCUZE,AkC4KOUlcCo,2020-09-07T10:23:18Z,2020-09-07 10:23:18,2020,9,7,EFF vandalizing Clicks Stores at the Malls,subscribe for more of exclusive content in South African Black twitter,na,People & Blogs,Society,356,hd,FALSE,na,na,na,na,na,152,1,0,0,yes,yes,yes
271,UCFFi9b1ZpHQn9GNfw_338lQ,TalkOutLoud,AYnOPbgAjjU,2020-09-09T23:46:36Z,2020-09-09 23:46:36,2020,9,9,Why Clicks/Tresemme Adverts is NOT RACIST. EFF is opportunists!!!!!!,na,"eff,malema,racist,tressemme,clicks,shampoo,hair products,frizzy,hair,recall,remove,shelfs,parliment,news,protests,burn,plunder",People & Blogs,"Politics,Society",635,hd,FALSE,na,en-GB,na,na,na,67,2,0,0,yes,yes,yes
272,UCDOGDdlsYvB9AHK3A78xvrw,Nondu Mjoli,BtZA6dkf3_U,2020-08-07T12:46:12Z,2020-08-07 12:46:12,2020,8,7,My everyday natural make up look | Beginners look | Easy & Simple| South African Youtuber,Hey there everyone!!! Today I’ve made a video to help beginners (like myself) for a nice simple makeup look! These are the products I’ve used for this video: Eyebrows: Essence Brow liner (brown) Concealer: L.A. Girl Pro concelear - GC983 Fawn Mascara: Avon Tru Ultra Volume Eyeliner: Essence Smokey Crystal Foundation: L.A. Girl GLM 681 Caramel Setting powder: Black radiance setting powder Contour: Noble highlight and contour palette Lipstick: Maybelline lip color palette Setting spray: M.O.D Setting spray I got most of my products from Dischem & clicks I hope you enjoyed the video ♥️,"#LA Girl,#Easy beginners makeup,#natural makeup,#brownskin,#face,#black girl easy makeup",People & Blogs,Lifestyle_(sociology),795,hd,FALSE,na,na,https://i.ytimg.com/vi/BtZA6dkf3_U/maxresdefault.jpg,na,na,273,27,0,8,no,yes,yes
